College_Name,State,Stream,UG_fee,PG_fee,Rating,Academic,Accommodation,Faculty,Infrastructure,Placement,Social_Life
AKS University ,Madhya pradesh,Engineering,60000.0,46000.0,7.3,7.8,5.9,8.2,7.6,6.9,7.4
Jagran Lakecity University ,Madhya pradesh,Engineering,115000.0,75000.0,8,8,7.9,7.8,8.6,7.4,8.1
Jabalpur Engineering College ,Madhya pradesh,Engineering,22300.0,10000.0,7.2,7.5,6.4,7.4,6.9,7.4,7.3
"Swami Vivekanand University, Sagar ",Madhya pradesh,Engineering,44000.0,32000.0,6.3,6.9,5,7,6.4,5.6,6.6
"Acropolis Group of Institutions, Indore ",Madhya pradesh,Engineering,73600.0,60000.0,8.7,8.5,8.5,8.7,9,8.6,8.6
LNCT University ,Madhya pradesh,Engineering,80000.0,65000.0,9,9,8.8,9.3,8.8,8.9,8.9
"Avantika University, Ujjain ",Madhya pradesh,Engineering,222500.0,0.0,9.1,9.3,8.5,9.3,8.5,9.5,9.2
Ujjain Engineering College ,Madhya pradesh,Engineering,22751.0,25151.0,6.7,7.4,5.9,7.4,6.2,6.4,6.9
Shri Govindram Seksaria Institute of Technology and ,Madhya pradesh,Engineering,75550.0,118425.0,7.4,8,6.7,7.7,7,7.5,7.2
Lakshmi Narain College of Technology ,Madhya pradesh,Engineering,48600.0,60000.0,5.7,5.6,5.8,6.2,5.2,5.4,6.2
National Institute of Technology ,Kerala,Engineering,53797.0,27405.0,8.1,8.4,7.9,7.7,8,8.1,8.2
Indian Institute of Space Science and Technology ,Kerala,Engineering,142400.0,87400.0,8.1,8.9,7.8,8.5,8.6,7.7,7.2
"College of Engineering, Trivandrum ",Kerala,Engineering,200000.0,15725.0,8.4,8.6,7.8,8,8.5,8.4,8.8
"Cochin University of Science and Technology, School ",Kerala,Engineering,86040.0,52730.0,8.3,8.5,7.8,8.3,8.2,8.2,8.7
Baselios Thomas I Catholicose College of Engineering ,Kerala,Engineering,85000.0,0.0,7.4,7.5,8,8.5,7,6.5,7
Cochin University of Science and Technology ,Kerala,Engineering,46600.0,19290.0,7.9,8.4,7.5,7.8,7.8,7.7,8.1
Indian Institute of Technology ,Kerala,Engineering,35850.0,222350.0,8.6,9.2,7.7,9,8.6,8.7,8.6
APJ Abdul Kalam Technological University ,Kerala,Engineering,29000.0,0.0,7.8,8.1,6.9,8.2,8.1,7.5,8
Federal Institute of Science and Technology ,Kerala,Engineering,75100.0,87050.0,8.1,8.3,7.5,8.3,8.8,8,7.8
"Indian Institute of Information Technology [IIIT], Kottayam ",Kerala,Engineering,198950.0,0.0,8.3,8.5,8.1,8.5,8.1,8.6,8.2
Government Engineering College ,Kerala,Engineering,22150.0,10970.0,8.5,8.5,8,8.4,8.7,8.3,8.9
National Institute of Electronics & Information Technology ,Kerala,Engineering,60000.0,138500.0,8.4,8.7,6.7,8.9,8.7,8.8,8.6
TKM College of Engineering ,Kerala,Engineering,8410.0,16290.0,8.4,8.8,8.2,8.4,8.4,7.8,8.5
Amal Jyothi College of Engineering ,Kerala,Engineering,100000.0,96000.0,7.6,7.9,7,7.9,9,6.9,7
Hindustan College of Engineering ,Kerala,Engineering,50000.0,0.0,8,8.3,7.6,8.1,8,8,7.9
Marian Engineering College ,Kerala,Engineering,96050.0,61300.0,7.8,8.3,7.1,8.3,8.6,7.9,6.8
"Saintgits College of Engineering, Kottayam ",Kerala,Engineering,75000.0,171900.0,8.3,8.4,7.9,8.6,8.8,7.8,8.1
Rajiv Gandhi Institute of Technology ,Kerala,Engineering,22000.0,22000.0,7.9,8.3,7.3,8.1,8,7.4,8.4
Mangalam College of Engineering Ettumanoor ,Kerala,Engineering,75000.0,300000.0,6.9,7,6.4,7.4,7.6,6.4,6.6
NSS College of Engineering ,Kerala,Engineering,8739.0,11065.0,8.3,8.4,8,8.5,8,8.2,8.4
Sree Chitra Thirunal College of Engineering ,Kerala,Engineering,62668.0,75041.0,8,8.6,6,8.3,7.5,8.3,9
"Thejus Engineering College, Thrissur ",Kerala,Engineering,88400.0,160000.0,8,8.3,7.8,8.7,7.8,7.1,8.2
Mar Athanasius College of Engineering ,Kerala,Engineering,8225.0,21950.0,8.4,8.5,8.2,8.2,8.8,8.1,8.5
St. Thomas College of Engineering and Technology- ,Kerala,Engineering,58150.0,0.0,8.3,8.4,7.9,8.6,8.5,7.8,8.3
"College of Engineering Thalassery, Kannur ",Kerala,Engineering,38250.0,0.0,7.2,7.8,6.3,7.8,7.5,6.6,7.3
"KMCT College of Engineering, Kozhikode ",Kerala,Engineering,75000.0,0.0,7.3,7.5,7.7,7.2,7.8,5.7,7.6
"MEA Engineering College- [MEAEC], Malappuram ",Kerala,Engineering,75000.0,60000.0,8.2,8.1,8.6,8.3,8.7,6.6,8.7
Rajagiri School of Engineering & Technology ,Kerala,Engineering,87000.0,77000.0,8.2,8.4,8,8.2,9,8.6,6.9
Sahrdaya College of Engineering ,Kerala,Engineering,35000.0,77000.0,7.1,7.5,6.8,7.3,8.1,6.6,6.5
"Trinity College of Engineering, Trivendrum ",Kerala,Engineering,75000.0,0.0,6.8,7.6,6.4,7.3,6.7,6.1,6.5
Birla Institute of Technology and Science ,Rajasthan,Engineering,445475.0,445475.0,8.9,8.8,8.2,8.8,9,9,9.3
Indian Institute of Technology ,Rajasthan,Engineering,70433.0,71500.0,8.2,8,7.9,8.2,8.2,8,8.7
Malaviya National Institute of Technology ,Rajasthan,Engineering,94333.0,122665.0,8.2,8.2,7.4,8,8.7,8.2,8.5
"Singhania University, Jhunjhunu ",Rajasthan,Engineering,42000.0,42000.0,7.1,7.1,6.7,7.1,7.1,7,7.3
Jaipur National University ,Rajasthan,Engineering,114000.0,37600.0,7.5,7.9,7,7.7,7.8,6.7,7.6
Manipal University ,Rajasthan,Engineering,319000.0,36000.0,8.4,8.2,8.3,8.2,9.2,7.7,9
JECRC University ,Rajasthan,Engineering,185000.0,30000.0,8.1,8.1,7.4,8.2,8.2,8.1,8.7
SunRise University ,Rajasthan,Engineering,72200.0,32200.0,8.1,8.1,7.3,8.7,8.1,7.9,8.4
"OPJS University, Churu ",Rajasthan,Engineering,71200.0,76200.0,7.2,7.1,7.6,7.6,7.7,6.3,6.8
"Banasthali Vidyapith, Jaipur ",Rajasthan,Engineering,203500.0,161500.0,8.5,8.8,8.2,8.9,8.6,7.9,8.8
"Amity University, Jaipur ",Rajasthan,Engineering,180000.0,148000.0,8,7.8,7.6,7.8,8.9,7.4,8.7
Suresh Gyan Vihar University ,Rajasthan,Engineering,140000.0,42000.0,7.5,7.8,6.7,7.5,8.8,6.3,8
IIS (Deemed to be University) ,Rajasthan,Engineering,99300.0,25500.0,8.3,8.6,8.5,8.6,8,7.9,8.4
Madhav University ,Rajasthan,Engineering,70000.0,13000.0,7.8,7.9,7.5,8.2,7.9,7.3,7.8
"Jagannath University, Jaipur ",Rajasthan,Engineering,114000.0,180000.0,7.3,7.1,6.7,7.9,7.7,6.9,7.4
Indian Institute of Information Technology ,Rajasthan,Engineering,230925.0,0.0,7.6,7.9,7.1,6.6,7.8,8,7.9
"Tantia University, Sriganganagar ",Rajasthan,Engineering,30000.0,0.0,8.6,8.8,8.4,9.3,8.8,7.1,9.1
"Pacific University, Udaipur ",Rajasthan,Engineering,80000.0,80000.0,7.7,7.8,7.3,8.1,7.8,7.2,8
"Swami Keshvanand Institute of Technology, Management and ",Rajasthan,Engineering,98900.0,84500.0,7.8,8.3,6.8,8.1,8.1,8,7.5
Maharana Pratap University of Agriculture and Technology ,Rajasthan,Engineering,87800.0,86000.0,8,8.2,8,8,8.1,7.9,7.8
"Poornima College of Engineering, Jaipur ",Rajasthan,Engineering,170000.0,178000.0,7.5,7.9,7.4,7.6,7.2,7.6,7.4
"Shridhar University, Pilani ",Rajasthan,Engineering,99300.0,61300.0,6.7,6.2,6.6,6.5,6.5,7.3,6.8
"Jaipur Engineering College and Research Centre, Jaipur ",Rajasthan,Engineering,92000.0,0.0,7.7,7.9,6.6,7.5,7.3,8.1,8.5
Birla Institute of Technology ,Rajasthan,Engineering,1157000.0,0.0,7.2,8.1,5.4,8.1,6.9,7.8,7.1
Institute of Advanced Studies in Education ,Rajasthan,Engineering,79400.0,64000.0,8.2,8.9,8,8.3,8.4,7.5,7.9
National Institute of Technology ,Haryana,Engineering,56716.0,102800.0,8.2,8,7.4,8.1,8.2,8.6,8.6
Panjab University ,Haryana,Engineering,96300.0,27500.0,7.7,8.2,7.7,8,7.7,6.5,8.2
Punjab Engineering College University of Technology ,Haryana,Engineering,96750.0,93500.0,8,7.9,7.3,7.6,7.7,8.4,9
National Institute of Food Technology Entrepreneurship and ,Haryana,Engineering,171550.0,152950.0,8.1,8.5,7.1,6.9,9.4,8.5,7.9
"University Institute of Engineering, Chandigarh University ",Haryana,Engineering,160000.0,80000.0,8.4,8.6,7.9,8.1,8.7,8.7,8.3
"School of Engineering and Technology, NCU ",Haryana,Engineering,260000.0,82000.0,9,9,--,--,9,--,--
"J.C. Bose University Of Science And Technology, ",Haryana,Engineering,83625.0,83625.0,7.3,7.7,6.5,7.4,6.6,7.7,7.6
Manav Rachna International Institute Of Research And ,Haryana,Engineering,181500.0,116000.0,7.2,7.1,6.7,6.5,8.4,6.5,7.8
Manav Rachna International Institute of Research and ,Haryana,Engineering,181500.0,165000.0,7.5,7.4,7.3,7.5,8.3,6.6,7.6
"Gurugram University, Gurgaon ",Haryana,Engineering,40000.0,0.0,8.2,8.6,7.4,8.4,8.6,8,8.1
"PDM University, Bahadurgarh, Bahadurgarh ",Haryana,Engineering,100200.0,41200.0,7.4,7.1,7.6,7.4,7.5,7.1,7.7
"Amity University, Gurgaon ",Haryana,Engineering,230000.0,156000.0,7.7,7.8,7.1,7.6,8.6,7.1,8.1
National Institute of Technical Teachers Training and ,Haryana,Engineering,44696.0,24500.0,7.7,7.7,6.7,8.6,7.7,7.7,8
"IILM University, Gurgaon ",Haryana,Engineering,330000.0,430000.0,8.4,8.2,7.4,8.5,8.6,8.6,8.8
"University Institute of Engineering and Technology -[UIET], ",Haryana,Engineering,82197.0,16160.0,7.4,7.5,7.5,7.4,7,7,8.2
"Starex University, Gurgaon ",Haryana,Engineering,80000.0,40000.0,8.8,9.1,9.1,8.7,8.6,8.5,8.7
Indian Institute of Information Technology ,Haryana,Engineering,157800.0,0.0,8.8,9.2,8.9,8.6,8.8,9.1,8.2
"SRM University Delhi NCR, Sonepat ",Haryana,Engineering,272000.0,167250.0,7.8,8,7.5,7.9,8.1,7.6,7.9
"Lingaya's Vidyapeeth, Faridabad ",Haryana,Engineering,134500.0,84500.0,7.8,8,7.5,8.1,7.7,7.3,8.1
Modern Vidya Niketan ,Haryana,Engineering,135000.0,95000.0,7,7.2,6.4,7.7,7,6.8,6.8
Delhi Technical Campus ,Haryana,Engineering,69500.0,0.0,8.2,8.2,8.1,8.4,8,8.2,8.5
Chandigarh College of Engineering and Technology ,Haryana,Engineering,64240.0,0.0,6.9,7.2,6.4,7.1,6.9,6.5,7.3
Manav Rachna University ,Haryana,Engineering,244000.0,116000.0,7.8,7.6,7.5,7.7,8.8,7.3,7.9
Seth Jai Parkash Mukand Lal Institute of ,Haryana,Engineering,89090.0,0.0,7.3,7.5,7.2,7.2,7.4,6.8,7.4
"Sushant University / Ansal University, Gurgaon ",Haryana,Engineering,241120.0,137120.0,7.8,8,8,7.9,8.4,7,7.5
"University Institute of Engineering and Technology, Maharshi ",Haryana,Engineering,74288.0,84288.0,7.2,7.1,7.5,6.6,8.6,5.7,7.7
St. Andrews Institute of Technology and Management ,Haryana,Engineering,92000.0,0.0,8.7,8.8,8.6,8.7,9,8.6,8.6
Indian Institute of Technology ,Gujarat,Engineering,258500.0,200000.0,8.4,8.3,8.4,8.8,9.1,7.2,8.8
Sardar Vallabhbhai National Institute of Technology ,Gujarat,Engineering,150000.0,95000.0,8,7.9,7.8,7.6,8.2,7.9,8.4
Dhirubhai Ambani Institute of Information and Communication ,Gujarat,Engineering,154000.0,197000.0,8.7,8.8,8,8.4,8.7,9.2,8.8
"Institute of Technology, Nirma University, Ahmedabad ",Gujarat,Engineering,197200.0,264000.0,8.3,8.3,7.9,8.3,8.9,8,8.3
"Faculty of Technology and Engineering, Maharaja Sayajirao ",Gujarat,Engineering,7640.0,8340.0,8.1,8.4,6.6,8.5,8,8.3,8.8
Nirma University ,Gujarat,Engineering,197200.0,265000.0,8.4,8.6,8,8.4,9.1,8.1,8.2
Pandit Deendayal Petroleum University [PDPU] / (Energy ,Gujarat,Engineering,253000.0,154000.0,8.6,8.3,8.3,8.1,9.4,8.1,9.4
"Pandit Deendayal Petroleum University, School of Technology ",Gujarat,Engineering,253000.0,154000.0,8.6,8.4,8.3,8.1,9.4,7.9,9.3
Central Institute of plastics engineering & Technology- ,Gujarat,Engineering,65000.0,77000.0,7.5,7.6,6.8,7.5,7.9,7.5,7.5
Sardar Patel University ,Gujarat,Engineering,0.0,0.0,7.8,8.6,7,8.5,7.7,7.3,7.8
"CEPT University, Ahmedabad ",Gujarat,Engineering,198000.0,320000.0,8.2,8.6,7.7,8.4,8.3,8.1,8
Ganpat University ,Gujarat,Engineering,108000.0,43000.0,8.1,8.2,7.2,8.1,8.5,7.8,8.6
"Indus University, Ahmedabad ",Gujarat,Engineering,96000.0,126000.0,7.5,7.9,7,7.7,7.8,6.8,7.9
Navrachana University ,Gujarat,Engineering,114000.0,112000.0,7.7,7.7,7.4,8.2,8,7.2,7.8
Indian Institute of Information Technology Vadodara ,Gujarat,Engineering,179720.0,106720.0,7.8,8.2,7.5,7.8,6.3,8.5,8.2
"Uka Tarsadia University, Bardoli ",Gujarat,Engineering,94000.0,44000.0,8.1,7.8,7.9,8.2,9.4,6.9,8.3
"GSFC University, Vadodara ",Gujarat,Engineering,121250.0,0.0,8.1,8.8,6.4,8.7,8.5,7.9,8.4
"Auro University, Surat ",Gujarat,Engineering,121000.0,0.0,8.3,8.2,8.5,8.6,8.7,7.2,8.6
L.D. College of Engineering ,Gujarat,Engineering,2860.0,5730.0,8.1,8.4,7.3,8.2,7.9,8.5,8.5
RK University ,Gujarat,Engineering,76500.0,50000.0,8.5,9,7.9,8.6,9,7.8,8.5
Institute of Infrastructure Technology Research and Management ,Gujarat,Engineering,29100.0,89500.0,7.6,8.3,7.3,8.4,7.9,6.9,6.5
Indian Institute of Information Technology ,Gujarat,Engineering,147000.0,0.0,7.9,8.4,8.5,7.8,7.5,6.5,8.4
"C. U. Shah University, Wadhwan ",Gujarat,Engineering,77800.0,103800.0,7.7,7.6,7,8.2,7.8,7.4,7.9
"P.P. Savani University, Surat ",Gujarat,Engineering,111500.0,98500.0,9.3,9.4,8.9,9.5,9.6,8.7,9.4
Vishwakarma Government Engineering College ,Gujarat,Engineering,1500.0,7500.0,7.9,8.2,7.2,8.1,8.6,7.1,8.1
Dharmsinh Desai University ,Gujarat,Engineering,152000.0,140000.0,7.7,8.5,7,8.3,7.1,8.1,6.9
Thapar Institute of Engineering and Technology ,Punjab,Engineering,324800.0,200600.0,8.3,8,8.1,7.7,8.9,8.2,8.8
Indian Institute of Technology ,Punjab,Engineering,219800.0,39970.0,8.5,8.5,8.1,8.2,9.1,8.4,8.9
Panjab University ,Punjab,Engineering,96300.0,27500.0,7.7,8.2,7.7,8,7.7,6.5,8.2
Punjab Engineering College University of Technology ,Punjab,Engineering,96750.0,93500.0,8,7.9,7.3,7.6,7.7,8.4,9
I.K. Gujral Punjab Technical University ,Punjab,Engineering,88750.0,83150.0,8.1,8,7.4,8.7,8.3,7.7,8.7
Dr BR Ambedkar National Institute of Technology ,Punjab,Engineering,676000.0,228000.0,7.9,8,7.7,7.6,8,8,8.3
"University Institute of Engineering, Chandigarh University ",Punjab,Engineering,160000.0,80000.0,8.4,8.6,7.9,8.1,8.7,8.7,8.3
Sant Longowal Institute of Engineering and Technology ,Punjab,Engineering,81000.0,58000.0,7.6,7.7,7.1,7.5,8.4,6.5,8.1
Chitkara University ,Punjab,Engineering,666000.0,0.0,8.5,8.4,7.7,8.5,8.9,8.7,8.7
Chandigarh Group of Colleges ,Punjab,Engineering,94000.0,95000.0,8.1,8,7.4,8,8.3,8.6,8.4
"RIMT University, Gobindgarh ",Punjab,Engineering,135000.0,76500.0,7.6,7.9,7.3,7.8,8,6.7,7.8
National Institute of Technical Teachers Training and ,Punjab,Engineering,44696.0,24500.0,7.7,7.7,6.7,8.6,7.7,7.7,8
"Guru Kashi University, Bathinda ",Punjab,Engineering,92680.0,92100.0,7.5,7.4,7.2,8,7.2,7.2,7.8
"University Institute of Engineering and Technology -[UIET], ",Punjab,Engineering,82197.0,16160.0,7.4,7.5,7.5,7.4,7,7,8.2
"Rayat Bahra University, Mohali ",Punjab,Engineering,100000.0,40000.0,7.7,7.8,7.4,8,7.7,7.4,7.6
"DAV University, Jalandhar ",Punjab,Engineering,136000.0,87500.0,7.9,8.4,7,8.4,7,8,8.5
"Plaksha, Mohali ",Punjab,Engineering,690000.0,1270000.0,--,--,--,--,--,--,--
Chandigarh Engineering College ,Punjab,Engineering,94000.0,95000.0,7.9,7.8,7.3,7.7,8.2,8.5,8
Sant Baba Bhag Singh University ,Punjab,Engineering,82500.0,103300.0,8.5,9,8.2,8.6,8,8.5,8.6
Chandigarh College of Engineering and Technology ,Punjab,Engineering,64240.0,0.0,6.9,7.2,6.4,7.1,6.9,6.5,7.3
"Global Institute, Amritsar ",Punjab,Engineering,318000.0,125000.0,8.3,8,8.2,8.7,8.8,7.9,8.3
"Maharaja Ranjit Singh Punjab Technical University, Bathinda ",Punjab,Engineering,170600.0,85600.0,8.2,8.6,7.8,8.4,8.2,8.1,8.2
Amritsar College of Engineering and Technology ,Punjab,Engineering,403024.0,143623.0,7.4,7.3,6.7,7.6,7.7,7.3,7.7
Guru Nanak Dev Engineering College ,Punjab,Engineering,98689.0,90574.0,7.7,7.9,7.2,7.8,7.9,7.4,7.9
Sri Guru Granth Sahib World University ,Punjab,Engineering,104000.0,68000.0,8.8,8.6,9,9,9.1,8.4,8.7
Baba Banda Singh Bahadur Engineering College ,Punjab,Engineering,90000.0,90000.0,8.1,8.3,7.6,8.6,8.8,7,8
Indian Institute of Technology ,West bengal,Engineering,82070.0,231500.0,8.5,8.8,7.2,8.2,8.9,8.8,9
Jadavpur University ,West bengal,Engineering,2400.0,24000.0,8.4,9,7.6,8.5,8.1,8.4,9
Indian Institute of Engineering Science and Technology ,West bengal,Engineering,70000.0,81500.0,8,8.3,7.7,7.9,7.9,7.5,8.4
National Institute of Technology ,West bengal,Engineering,149100.0,94100.0,7.7,8,6.8,7.8,7.5,7.8,8.4
Institute of Engineering and Management ,West bengal,Engineering,168400.0,0.0,7.5,8.2,6.5,8,6.7,8.4,7.2
Heritage Institute of Technology ,West bengal,Engineering,116200.0,131100.0,7.8,7.9,7,7.8,8.4,7.6,8.2
Maulana Abul Kalam Azad University of Technology ,West bengal,Engineering,49000.0,81200.0,7.7,8.1,6.9,8,7.8,7.7,7.6
Narula Institute of Technology ,West bengal,Engineering,129800.0,122600.0,8,8.5,7.2,8.2,8.3,7.8,8
Haldia Institute of Technology ,West bengal,Engineering,116350.0,104600.0,7.8,7.9,7.2,7.5,8.5,7.2,8.3
"Amity University, Kolkata ",West bengal,Engineering,207000.0,158000.0,8.2,8.1,7.7,8.4,8.8,7.4,8.5
"Techno India University, Kolkata ",West bengal,Engineering,89200.0,201000.0,8,8.2,7.4,8.2,8.1,7.8,8.4
"Adamas University, Kolkata ",West bengal,Engineering,172800.0,134850.0,8.2,8.3,7.5,8.5,9,7.8,7.8
Sister Nivedita University ,West bengal,Engineering,149500.0,149500.0,8.2,8.2,7.6,8.9,7.9,7.8,8.7
Asansol Engineering College ,West bengal,Engineering,134068.0,108100.0,7.8,8.1,7.2,7.8,8.4,7.6,7.7
University of Engineering and Management ,West bengal,Engineering,161200.0,150000.0,8.1,8.6,7.2,8.5,7.9,8.8,7.7
JIS College of Engineering ,West bengal,Engineering,129800.0,122600.0,7.9,8.1,7.2,8.4,8.1,7.8,8
Kalyani Government Engineering College ,West bengal,Engineering,16155.0,17855.0,7.9,8.1,7.6,8,7.8,7.4,8.4
Indian Institute of Information Technology ,West bengal,Engineering,17120.0,202020.0,6.8,7.6,6.4,7.2,6.1,7,6.5
The Neotia University ,West bengal,Engineering,144000.0,98000.0,8.2,8.7,7.5,8.5,8.2,7.8,8.6
Bengal Institute of Technology ,West bengal,Engineering,0.0,0.0,7.4,7.9,6,7.5,7.1,7.7,8.2
Siliguri Institute of Technology ,West bengal,Engineering,393000.0,54000.0,7.8,7.9,7.1,8,8.3,7.2,8.2
"University Institute of Technology, University Of Burdwan ",West bengal,Engineering,71200.0,26000.0,6.5,7,5.9,7.2,6.6,5.4,6.6
Jalpaiguri Government Engineering College ,West bengal,Engineering,14877.0,51916.0,7.8,7.8,7.9,7.8,7.4,7.3,8.8
"Techno India Salt Lake, Kolkata ",West bengal,Engineering,483800.0,273000.0,7.5,7.9,6,7.8,7.5,7.6,8.3
Bengal College of Engineering and Technology ,West bengal,Engineering,103600.0,112500.0,7.1,7.2,6.6,7.2,8,6.1,7.5
Dr. B.C. Roy Engineering College ,West bengal,Engineering,108980.0,119000.0,7.7,7.9,7.3,7.7,8.1,7.2,7.8
Bengal College of Engineering ,West bengal,Engineering,98500.0,0.0,5.7,6.3,5.9,6,5.4,5.1,5.3
Seacom Skills University ,West bengal,Engineering,82000.0,80000.0,7.5,8.4,6.4,8.9,7.4,6.7,7.3
National Institute of Technology ,Orissa,Engineering,225500.0,160500.0,8.4,8.3,7.9,7.8,9.1,8.2,8.9
Indian Institute of Technology ,Orissa,Engineering,228676.0,233884.0,7.8,8.1,8,8,7.8,7.8,7.2
Institute of Technical Education and Research ,Orissa,Engineering,250000.0,150000.0,8.2,8.4,7.4,8.2,8.6,8.3,8
"C. V. Raman Global University, Bhubaneswar ",Orissa,Engineering,119000.0,97000.0,7.6,7.9,7,7.5,8.2,7.5,7.6
Veer Surendra Sai University of Technology ,Orissa,Engineering,91280.0,91140.0,7.9,8.2,7.7,7.9,7.4,7.7,8.4
Biju Patnaik University of Technology ,Orissa,Engineering,0.0,0.0,6.2,6.1,6.7,6.4,6.8,4.8,6.1
Centurion University of Technology and Management ,Orissa,Engineering,100000.0,40000.0,8.1,8.3,7.6,8.5,8.4,7.4,8.5
International Institute of Information Technology ,Orissa,Engineering,201100.0,176150.0,7.7,8,6.9,7.6,7.8,7.7,8.2
"Indira Gandhi Institute of Technology- [IGIT], Dhenkanal ",Orissa,Engineering,34500.0,34500.0,7.8,8,8.3,7.9,7.7,6.7,8.4
Silicon Institute of Technology ,Orissa,Engineering,600000.0,270000.0,7.7,8.5,7,8.1,7.3,7.7,7.5
Silicon Institute of Technology ,Orissa,Engineering,380000.0,0.0,7.7,8.3,7.4,7.9,8.8,6.6,7.4
Xavier University ,Orissa,Engineering,308000.0,217000.0,8.2,8.7,7.8,8.4,9.2,6.8,8.4
Bhubaneswar Engineering College ,Orissa,Engineering,252000.0,0.0,7.5,7.2,7.5,7.7,7.7,7.3,7.8
College of Engineering ,Orissa,Engineering,292000.0,160000.0,6.7,7.5,5.9,7,6.9,6,6.7
National Institute of Science and Technology ,Orissa,Engineering,121500.0,80000.0,7.9,8.2,7.1,8.1,8.1,7.8,7.9
College of Engineering and Technology ,Orissa,Engineering,235000.0,122000.0,7.7,8,7.6,7.6,7.1,7.9,8.1
Gandhi Institute for Technology ,Orissa,Engineering,81000.0,41500.0,7.4,7.9,6.4,7.7,7.8,6.6,7.7
Orissa Engineering College ,Orissa,Engineering,86500.0,0.0,7.5,7.6,7,7.4,7.7,7.3,7.8
Parala Maharaja Engineering College ,Orissa,Engineering,33400.0,33400.0,7.3,7.7,7.5,7.6,7.6,5.7,7.7
"CSIR-Institute of Minerals and Materials Technology -[CSIR-IMMT], ",Orissa,Engineering,0.0,0.0,7,6.3,5.3,7.8,7.3,7.3,7.7
GITA Autonomous College ,Orissa,Engineering,108000.0,91300.0,8.7,9,8.3,8.9,8.8,8.3,8.6
"Seemanta Engineering College, Mayurbhanj ",Orissa,Engineering,220000.0,120000.0,8,8.2,8,8.6,8.6,7,7.7
"Trident Academy of Technology, Bhubaneswar ",Orissa,Engineering,108300.0,72000.0,8,8.3,7.5,8.3,8.1,7.9,7.9
"Government College of Engineering, Kendujhar ",Orissa,Engineering,140000.0,0.0,7,7.8,7.6,7.4,6.9,5.1,7.3
CIPET: Centre for Skilling and Technical Support ,Orissa,Engineering,32680.0,76210.0,6.7,7,6.1,6.4,7.7,6.9,6.1
"Vignan Institute of Technology And Management, Berhampur ",Orissa,Engineering,58000.0,0.0,7.7,8.7,7.9,8.4,7.6,5.9,7.6
Krupajal Engineering College ,Orissa,Engineering,72000.0,79000.0,6.3,6.6,6.3,6.5,6.9,4.9,6.5
Indian Institute of Technology ,Uttarakhand,Engineering,221700.0,23250.0,8.4,8.5,7.6,7.9,9,8.6,8.9
"Graphic Era University, School of Engineering and ",Uttarakhand,Engineering,236400.0,121000.0,8.2,8.3,7.7,8,8.6,8.8,8
"College of Technology, GB Pant University of ",Uttarakhand,Engineering,65344.0,46244.0,7,7.1,6.7,6.9,7.3,6,7.7
University of Petroleum and Energy Studies ,Uttarakhand,Engineering,1604500.0,557250.0,8.1,8.1,7.8,7.9,8.6,7.7,8.2
"Doon University, Dehradun ",Uttarakhand,Engineering,34750.0,0.0,7.2,7.3,7,7.3,7.9,6.3,7.6
DIT University ,Uttarakhand,Engineering,200000.0,120000.0,7.8,7.9,7.6,7.6,8.4,7.4,8
Graphic Era University ,Uttarakhand,Engineering,323400.0,92900.0,8.3,8.2,7.9,8.4,8.6,8.1,8.4
Graphic Era Hill University ,Uttarakhand,Engineering,275600.0,79600.0,8.1,7.9,7.8,8.1,8.4,7.7,8.4
"ICFAI University, Dehradun ",Uttarakhand,Engineering,156000.0,140000.0,7.8,8.2,7.5,8.2,7.4,7.3,7.9
"MotherHood University, Roorkee ",Uttarakhand,Engineering,71650.0,0.0,8,8.3,7.9,7.6,8,8,8.3
Himgiri Zee University ,Uttarakhand,Engineering,90000.0,80000.0,7.9,8.5,5.5,9,8,7.7,8.8
Swami Rama Himalayan University ,Uttarakhand,Engineering,212250.0,84000.0,7,7.1,6.6,6.9,7.4,7.1,6.7
"Tula's Institute, Dehradun ",Uttarakhand,Engineering,112500.0,91500.0,7.8,8,7.2,7.7,8.5,7.4,8.2
THDC Institute of Hydro Power Engineering and ,Uttarakhand,Engineering,73500.0,0.0,6.9,6.8,6.4,7.4,7.8,5.6,7.2
College of Engineering ,Uttarakhand,Engineering,136150.0,119150.0,8.3,8.4,8.1,8.1,8.7,7.5,8.8
Shivalik College of Engineering ,Uttarakhand,Engineering,101400.0,46400.0,7.2,7.1,7.1,7.3,7.2,7.1,7.3
Women Institute of Technology ,Uttarakhand,Engineering,75500.0,0.0,7.9,9,7.4,9,7.2,6.7,8.3
Indian Institute of Aeronautical Engineering ,Uttarakhand,Engineering,300000.0,300000.0,8.3,7.5,8.5,8.5,9,8,8
